City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,general conesa,-40.1,-64.4333,6.4,56,4,2.68,AR,1720368877
272,worland,44.0169,-107.9554,21.45,48,3,1.81,US,1720369000
273,mahanoro,-19.9,48.8,20.28,82,0,0.89,MG,1720369115
274,krutinka,56.0055,71.5113,14.9,90,99,1.02,RU,1720369116
275,kaiyuan,23.6977,103.3037,21.71,94,58,3.37,CN,1720369117
276,nabire,-3.3667,135.4833,24.67,93,97,1.32,ID,1720369118
277,lanzhou,36.0564,103.7922,19.04,87,100,0.97,CN,1720369119
278,ancud,-41.8697,-73.8203,8.03,78,28,1.02,CL,1720369120
279,kismayo,-0.3582,42.5454,25.27,78,37,6.65,SO,1720369121
280,luderitz,-26.6481,15.1594,14.31,70,61,4.99,NA,1720369122
281,kailua-kona,19.6406,-155.9956,22.38,88,89,3.12,US,1720368957
282,bharuch,21.7,72.9667,29.17,79,100,7.16,IN,1720369125
283,igarka,67.4667,86.5833,13.39,72,81,1.52,RU,1720369127
284,cide,41.8921,33.0044,25.28,69,0,0.26,TR,1720369128
285,cam ranh,11.9214,109.1591,27.98,78,20,1.54,VN,1720369130
286,hassi messaoud,31.6804,6.0729,45.92,6,0,3.09,DZ,1720369131
287,bocaiuva,-17.1078,-43.815,26.84,30,73,1.38,BR,1720369132
288,laguna,38.421,-121.4238,35.3,42,0,2.57,US,1720369133
289,goundam,16.4145,-3.6708,39.68,24,100,5.37,ML,1720369135
290,sao miguel do araguaia,-13.275,-50.1628,34.42,21,31,2.98,BR,1720369136
291,margate,51.3813,1.3862,16.84,70,100,0.89,GB,1720369137
292,jinka,5.65,36.65,19.08,80,59,0.98,ET,1720369138
293,gandajika,-6.75,23.95,28.11,19,75,0.78,CD,1720369139
294,welshpool,52.6597,-3.1471,17.71,68,86,3.37,GB,1720369140
295,san carlos del zulia,9.0,-71.9135,32.04,54,2,2.01,VE,1720369141
296,martapura,-3.4167,114.85,27.05,94,100,1.54,ID,1720369143
297,christchurch,-43.5333,172.6333,4.97,84,8,2.18,NZ,1720369144
298,zhezqazghan,47.7833,67.7667,19.32,72,40,6.0,KZ,1720369145
299,saryaghash,41.45,69.1667,24.96,40,93,6.47,KZ,1720369146
300,st. john's,47.5649,-52.7093,19.53,95,100,8.75,CA,1720369147
301,kidal,18.4411,1.4078,41.27,16,2,5.28,ML,1720369148
302,constitucion,-35.3333,-72.4167,11.02,51,0,2.53,CL,1720369150
303,brisas de zicatela,15.8369,-97.0419,30.29,70,75,1.54,MX,1720369151
304,awjilah,29.1081,21.2869,35.5,17,0,6.5,LY,1720369152
305,kamiiso,41.8167,140.65,19.21,100,100,4.63,JP,1720369153
306,hithadhoo,-0.6,73.0833,28.92,72,100,2.58,MV,1720369155
307,tabou,4.423,-7.3528,26.27,76,98,6.06,CI,1720369156
308,zhalantun,48.0,122.7167,20.94,65,98,3.46,CN,1720369157
309,atkarsk,51.8718,45.0078,24.47,50,5,6.94,RU,1720369158
310,makurazaki,31.2667,130.3167,26.9,87,64,3.38,JP,1720369159
311,kapa'a,22.0752,-159.319,24.18,84,20,5.14,US,1720369160
312,horta,38.5333,-28.6333,25.8,90,40,7.72,PT,1720369161
313,kununurra,-15.7667,128.7333,16.99,88,1,0.51,AU,1720369162
314,januaria,-15.4833,-44.3667,31.4,32,45,2.54,BR,1720369007
315,praia da vitoria,38.7333,-27.0667,31.14,51,20,5.29,PT,1720369164
316,carutapera,-1.195,-46.02,30.13,60,22,4.21,BR,1720369165
317,kulhudhuffushi,6.6221,73.07,28.36,76,100,5.47,MV,1720369166
318,sodra sandby,56.5667,16.6167,19.92,71,22,9.82,SE,1720369168
319,naudero,27.6648,68.3622,35.01,35,22,5.38,PK,1720369169
320,kupang,-10.1667,123.5833,27.32,83,40,3.09,ID,1720369170
321,saynshand,44.8824,110.1163,25.74,32,0,7.08,MN,1720369171
322,rudnya,54.947,31.0934,20.95,74,27,5.49,RU,1720369172
323,fisterra,42.9049,-9.2629,20.01,70,58,3.21,ES,1720369173
324,danshui,22.7984,114.4672,28.24,82,4,1.95,CN,1720369174
325,crane,31.3974,-102.3501,30.71,39,37,6.34,US,1720369175
326,los andes,-32.8337,-70.5983,15.01,32,1,0.94,CL,1720368947
327,morondava,-20.2833,44.2833,22.78,70,0,5.4,MG,1720369178
328,taroa,8.7058,171.2275,27.86,78,100,6.31,MH,1720369179
329,kalifornsky,60.4183,-151.29,11.17,87,100,5.14,US,1720369180
330,tuy hoa,13.0833,109.3,25.18,91,91,1.46,VN,1720369181
331,bossangoa,6.4926,17.4552,27.29,67,100,2.11,CF,1720369182
332,arraias,-12.9288,-46.9437,31.64,25,35,1.77,BR,1720369184
333,cadillac,44.2519,-85.4012,23.95,57,0,2.57,US,1720369185
334,samba,32.5667,75.1167,32.55,52,5,1.88,IN,1720369186
335,kegeyli shahar,42.7767,59.6078,28.05,40,0,5.3,UZ,1720369187
336,ivdel',60.6911,60.4206,21.63,61,8,0.93,RU,1720369189
337,north bay,46.3168,-79.4663,22.75,88,75,2.06,CA,1720369190
338,zaragoza,41.6561,-0.8773,28.03,42,0,3.09,ES,1720369191
339,vila velha,-20.3297,-40.2925,28.97,99,20,5.66,BR,1720368997
340,nicoya,10.1483,-85.452,29.07,72,91,1.43,CR,1720369193
341,gorontalo,0.5412,123.0595,23.93,97,61,0.74,ID,1720369194
342,kimbe,-5.5502,150.1429,24.79,86,93,3.14,PG,1720369195
343,bonthe,7.5264,-12.505,26.33,78,100,4.95,SL,1720369196
344,punta umbria,37.1821,-6.9661,25.21,46,0,10.22,ES,1720369197
345,vernon,50.2581,-119.2691,24.78,36,0,1.54,CA,1720369188
346,minas de marcona,-15.2119,-75.1103,15.5,64,100,6.96,PE,1720369199
347,port blair,11.6667,92.75,26.02,89,40,0.51,IN,1720369200
348,savanna-la-mar,18.219,-78.1332,30.97,49,99,6.32,JM,1720369202
349,lerwick,60.1545,-1.1494,13.0,85,100,5.47,GB,1720368921
350,sturgeon bay,44.8342,-87.377,24.98,73,0,3.6,US,1720368928
351,nueva gerona,21.8833,-82.8,31.14,61,18,7.46,CU,1720369205
352,lompoc,34.6391,-120.4579,18.08,96,100,0.0,US,1720369206
353,wynyard,-41.0,145.7167,10.75,83,95,5.47,AU,1720369207
354,al jawf,29.5,38.75,36.56,14,1,2.45,SA,1720369208
355,lake park,26.8003,-80.0664,34.45,66,0,2.06,US,1720369209
356,la sarre,48.8002,-79.1996,23.24,63,2,2.14,CA,1720369210
357,puerto baquerizo moreno,-0.9,-89.6,23.55,88,75,4.63,EC,1720369030
358,nueva esperanza,15.2667,-87.6,27.79,84,100,0.77,HN,1720369212
359,aransas pass,27.9095,-97.15,30.03,86,75,8.23,US,1720369213
360,mont-roig del camp,41.75,1.1833,28.77,35,1,2.63,ES,1720369214
361,big spring,32.2504,-101.4787,30.13,53,0,6.69,US,1720369033
362,san pedro pochutla,15.7333,-96.4667,31.51,58,97,1.81,MX,1720369216
363,belmonte,-15.8631,-38.8828,26.52,62,2,2.96,BR,1720369217
364,kirov,58.5966,49.6601,20.08,56,23,3.39,RU,1720369219
365,swift current,50.2834,-107.8014,20.45,60,0,3.09,CA,1720369220
366,broken hill,-31.95,141.4333,11.93,83,91,4.6,AU,1720369221
367,muroto-misakicho,33.2833,134.15,25.9,94,89,3.96,JP,1720369222
368,oltinko'l,40.8011,72.1634,31.21,25,74,4.27,UZ,1720369223
369,marquard,-28.6645,27.4305,12.49,18,0,9.5,ZA,1720369224
370,mvurwi,-17.0333,30.85,14.84,21,0,1.76,ZW,1720369225
371,wenxing,28.6667,112.8833,27.55,77,28,3.94,CN,1720369226
372,quatre cocos,-20.2078,57.7625,22.27,80,21,2.33,MU,1720369227
373,el nido,11.1858,119.3956,27.32,84,96,2.53,PH,1720369228
374,rio gallegos,-51.6226,-69.2181,0.03,93,0,5.66,AR,1720368975
375,talikota,16.4833,76.3167,24.47,72,100,7.92,IN,1720369230
376,harper,4.375,-7.7169,26.04,77,88,6.0,LR,1720369231
377,katsuura,35.1333,140.3,24.08,93,97,5.2,JP,1720369232
378,zaki biam,7.5167,9.6167,29.84,63,100,2.39,NG,1720369233
379,las palmas de gran canaria,28.0997,-15.4134,25.07,61,40,11.83,ES,1720369234
380,den burg,53.0542,4.7972,16.65,82,75,9.26,NL,1720369235
381,kundiawa,-6.0167,144.9667,15.63,98,100,0.52,PG,1720369237
382,richards bay,-28.783,32.0377,24.07,16,4,7.27,ZA,1720369238
383,nizhnevartovsk,60.9344,76.5531,19.01,59,0,3.0,RU,1720369239
384,tiebo,14.6333,-16.2333,29.06,84,40,2.06,SN,1720369240
385,polyarnyy,69.1989,33.4478,12.97,90,100,7.89,RU,1720369241
386,tomatlan,19.9333,-105.25,31.05,65,30,0.41,MX,1720369242
387,yaren,-0.5472,166.916,27.76,77,100,3.15,NR,1720369243
388,rikaze,29.25,88.8833,16.74,48,63,3.05,CN,1720369245
389,santyoku,37.4406,129.1708,23.25,99,100,1.8,KR,1720369246
390,yanchep,-31.55,115.6833,11.08,64,61,2.59,AU,1720369247
391,longido,-2.7333,36.6833,23.34,53,89,4.47,TZ,1720369248
392,arish,31.1316,33.7984,27.97,67,0,5.09,EG,1720369249
393,tolanaro,-25.0319,46.9987,21.04,78,40,3.09,MG,1720369250
394,djambala,-2.5447,14.7533,27.83,41,91,2.06,CG,1720369253
395,asubulaq,49.5583,83.0558,16.09,80,87,1.95,KZ,1720369254
396,golyshmanovo,56.3979,68.3728,18.09,82,19,3.37,RU,1720369255
397,bayanhongor,46.7167,100.1167,15.82,35,100,2.09,MN,1720369256
398,purranque,-40.9167,-73.1667,6.27,83,26,0.89,CL,1720369056
399,cedeira,43.6797,-8.0209,19.04,68,87,4.39,ES,1720369258
400,sendafa,9.15,39.0333,15.46,79,75,0.51,ET,1720369260
401,mount pearl,47.5166,-52.7813,19.07,95,100,8.75,CA,1720369261
402,south hedland,-20.4089,118.5983,14.96,55,12,2.06,AU,1720369262
403,zhangjiakou,40.81,114.8794,21.36,63,57,2.08,CN,1720369263
404,nacala,-14.5428,40.6728,22.34,64,4,3.94,MZ,1720369264
405,caleta de carquin,-11.0925,-77.6267,19.93,78,100,5.02,PE,1720369265
406,victorica,-36.2151,-65.4359,6.57,36,0,1.82,AR,1720369266
407,salalah,17.0151,54.0924,28.05,94,100,3.09,OM,1720369267
408,santo domingo zanatepec,16.4831,-94.3475,31.48,59,92,1.48,MX,1720369268
409,palikir - national government center,6.9248,158.1611,24.41,100,40,0.0,FM,1720369269
410,sechura,-5.5569,-80.8222,23.22,65,100,4.82,PE,1720369270
411,wad rawah,15.1603,33.1397,33.14,39,98,7.85,SD,1720369272
412,saint-francois,46.4154,3.9054,22.58,48,0,3.6,FR,1720369273
413,axim,4.8699,-2.2405,26.66,76,69,4.79,GH,1720369274
414,tadine,-21.55,167.8833,20.46,52,100,6.78,NC,1720369275
415,springs,-26.25,28.4,14.71,26,0,4.97,ZA,1720369276
416,pochinki,54.6988,44.8668,21.19,62,9,2.3,RU,1720369277
417,phaltan,17.9833,74.4333,25.1,75,100,6.36,IN,1720369278
418,maba,24.6841,113.5984,28.88,20,4,1.92,CN,1720369279
419,tionk essil,12.7856,-16.5217,28.03,73,100,6.58,SN,1720369280
420,weatherford,32.7593,-97.7972,31.65,65,0,2.24,US,1720369020
421,ternate,0.8,127.4,26.14,83,100,0.67,ID,1720369283
422,mejit,10.2753,170.8646,27.7,80,96,6.1,MH,1720369284
423,lahaina,20.8783,-156.6825,23.9,71,9,3.79,US,1720369285
424,jiexiu,37.0244,111.9125,23.73,67,75,0.48,CN,1720369286
425,dinguiraye,11.3,-10.7167,27.68,69,100,2.39,GN,1720369288
426,candolim,15.5181,73.7626,26.53,80,100,5.88,IN,1720369289
427,rurrenabaque,-14.4413,-67.5278,22.94,83,75,2.06,BO,1720369290
428,kontcha,7.9667,12.2333,26.94,76,84,2.72,CM,1720369291
429,tangalle,6.024,80.7911,26.52,85,73,4.78,LK,1720369292
430,choele choel,-39.2667,-65.6833,6.35,51,4,2.93,AR,1720369293
431,kambove,-10.8764,26.5969,18.67,26,24,0.58,CD,1720369294
432,ebon,4.582,168.6964,28.37,78,100,5.71,MH,1720369295
433,sao jose de piranhas,-7.1206,-38.5019,29.37,50,92,3.43,BR,1720369296
434,khovd,48.0056,91.6419,18.76,51,50,1.75,MN,1720369297
435,khada,27.1833,83.8833,25.61,85,98,3.23,IN,1720369298
436,"laikit, laikit ii (dimembe)",1.4792,124.9735,22.47,100,40,0.51,ID,1720369299
437,balaklava,44.5,33.6,29.1,45,0,2.22,UA,1720369300
438,burry port,51.6843,-4.2469,17.18,75,0,9.77,GB,1720369301
439,mar del plata,-38.0023,-57.5575,7.51,59,75,6.69,AR,1720369014
440,vanimo,-2.6741,141.3028,25.78,91,100,3.39,PG,1720369303
441,labytnangi,66.6572,66.4183,21.59,60,71,1.26,RU,1720369304
442,blythe,33.6103,-114.5964,35.25,36,0,8.23,US,1720369305
443,ndele,8.4109,20.6473,23.39,83,100,0.79,CF,1720369307
444,union hidalgo,16.4723,-94.8295,31.53,57,99,3.26,MX,1720369308
445,wenchang,30.904,118.4887,28.66,77,91,2.11,CN,1720369309
446,hillsboro,45.5229,-122.9898,26.45,53,0,0.89,US,1720369016
447,tayu,-6.5397,111.0518,26.17,80,20,2.96,ID,1720369311
448,shurugwi,-19.6702,30.0059,16.45,16,0,3.43,ZW,1720369148
449,sarpol-e zahab,34.4611,45.8626,34.04,18,0,3.07,IR,1720369313
450,al bawiti,28.3492,28.8659,35.26,21,4,6.27,EG,1720369314
451,tucurui,-3.7661,-49.6725,32.07,46,0,1.97,BR,1720369315
452,lesnoy,57.6198,63.0784,19.25,73,8,2.11,RU,1720369316
453,carauari,-4.8828,-66.8958,33.23,49,23,1.26,BR,1720369317
454,klyuchi,52.2667,79.1667,22.49,63,66,2.06,RU,1720369318
455,parfino,57.9731,31.6481,25.74,53,2,6.45,RU,1720369319
456,kodinsk,58.6881,99.1844,21.26,83,98,1.65,RU,1720369320
457,badger,64.8,-147.5333,10.95,93,100,3.09,US,1720369321
458,gbarnga,6.9956,-9.4722,25.35,91,83,2.43,LR,1720369322
459,chegdomyn,51.1167,133.0167,14.38,98,99,0.74,RU,1720369323
460,holdrege,40.4403,-99.3698,18.95,82,75,4.12,US,1720369049
461,nadym,65.5333,72.5167,14.97,61,53,4.3,RU,1720369326
462,kuragino,53.8975,92.6725,17.91,95,100,5.85,RU,1720369327
463,sungai penuh,-2.0833,101.3833,19.2,97,92,1.18,ID,1720369328
464,cole harbour,44.6724,-63.4751,22.12,89,100,1.34,CA,1720369329
465,kruisfontein,-34.0033,24.7314,16.05,46,79,5.59,ZA,1720369330
466,nouadhibou,20.931,-17.0347,25.99,61,0,4.63,MR,1720369331
467,saudarkrokur,65.7461,-19.6394,9.44,66,36,2.6,IS,1720369332
468,tyuratam,45.6507,63.3156,29.16,31,29,7.26,KZ,1720369333
469,buenaventura,3.8801,-77.0312,29.12,77,93,1.46,CO,1720369200
470,abha,18.2164,42.5053,24.9,38,20,4.12,SA,1720369288
471,daulatpur,26.5015,67.9706,38.88,38,98,5.64,PK,1720369336
472,nizhneudinsk,54.9076,99.0276,17.7,97,79,1.98,RU,1720369337
473,shiguai,40.7058,110.2856,20.57,47,100,0.71,CN,1720369338
474,ormara,25.2088,64.6357,28.54,92,93,5.64,PK,1720369339
475,pacific grove,36.6177,-121.9166,18.57,89,0,3.13,US,1720369340
476,solleftea,63.1667,17.2667,15.92,91,66,4.46,SE,1720369341
477,kourou,5.1552,-52.6478,32.03,59,92,3.27,GF,1720369342
478,xudat,41.631,48.681,27.31,50,98,1.02,AZ,1720369343
479,basoko,1.2391,23.616,25.99,76,86,1.73,CD,1720369344
480,ingeniero jacobacci,-41.3427,-69.5448,-0.87,64,7,0.62,AR,1720369346
481,alesund,62.4723,6.1549,14.08,77,75,3.6,NO,1720369347
482,conde,-7.2597,-34.9075,27.7,69,75,7.2,BR,1720369348
483,youghal,51.95,-7.8506,15.56,83,42,5.26,IE,1720369350
484,geraldton,-28.7667,114.6,15.23,88,100,5.14,AU,1720369133
485,abu jibeha,11.4562,31.2285,28.07,55,95,2.7,SD,1720369352
486,phillip island,-38.4835,145.231,7.35,66,97,4.82,AU,1720369353
487,corvallis,44.5646,-123.262,27.28,54,0,0.45,US,1720369055
488,semey,50.4111,80.2275,21.12,83,40,3.0,KZ,1720369355
489,nahiyat ash shinafiyah,31.5874,44.6602,42.45,11,0,7.42,IQ,1720369356
490,namibe,-15.1961,12.1522,19.05,76,11,4.88,AO,1720369357
491,gadzhiyevo,69.2551,33.3362,13.36,90,100,7.82,RU,1720369358
492,rio grande,-32.035,-52.0986,11.64,63,6,5.65,BR,1720369263
493,prince albert,53.2001,-105.7677,21.97,60,75,2.06,CA,1720369088
494,tibati,6.4667,12.6333,25.15,78,76,0.29,CM,1720369361
495,robertsport,6.7533,-11.3686,25.82,83,100,5.62,LR,1720369363
496,okha,53.5739,142.9478,9.21,99,100,3.16,RU,1720369364
497,ntoum,0.3833,9.7833,26.87,69,99,1.41,GA,1720369365
498,as sulayyil,20.4607,45.5779,41.14,6,92,4.29,SA,1720369366
499,tindouf,27.6711,-8.1474,39.25,8,0,8.23,DZ,1720369367
500,tralee,52.2704,-9.7026,14.14,72,75,2.06,IE,1720369368
501,along,28.1667,94.7667,22.21,98,100,0.63,IN,1720369369
502,medicine hat,50.0501,-110.6683,22.95,56,20,3.6,CA,1720369146
503,kayenta,36.7278,-110.2546,30.08,7,0,5.45,US,1720369371
504,karratha,-20.7377,116.8463,18.85,48,14,1.82,AU,1720369372
505,patterson,37.4716,-121.1297,32.23,52,0,1.71,US,1720369373
506,imbituba,-28.24,-48.6703,14.36,97,100,4.43,BR,1720369374
507,uvinza,-5.1036,30.3911,26.02,38,47,3.11,TZ,1720369375
508,boca suno,-0.7167,-77.1333,26.77,91,98,1.18,EC,1720369376
509,murghob,38.1702,73.9667,10.76,30,65,0.14,TJ,1720369377
510,norilsk,69.3535,88.2027,18.04,49,3,5.61,RU,1720369378
511,yermakovskoye,53.2831,92.4003,17.72,98,100,3.94,RU,1720369379
512,t'ongch'on-up,38.9539,127.8917,23.44,88,100,3.64,KP,1720369380
513,antsohihy,-14.8796,47.9875,22.89,65,2,1.82,MG,1720369382
514,dawson creek,55.7666,-120.2362,23.8,41,0,1.03,CA,1720369383
515,torghay,49.6339,63.4981,25.71,47,100,7.69,KZ,1720369384
516,dno,57.8277,29.9637,25.38,58,53,6.93,RU,1720369385
517,hilo,19.7297,-155.09,21.85,88,20,2.57,US,1720369386
518,le port,-20.9373,55.2919,22.0,93,22,1.78,RE,1720369387
519,auchi,7.0667,6.2667,26.46,87,93,2.92,NG,1720369388
520,prince rupert,54.3161,-130.3201,15.83,85,0,1.54,CA,1720369389
521,van,38.4924,43.3831,24.64,38,75,6.17,TR,1720369116
522,east london,-33.0153,27.9116,19.52,34,0,5.66,ZA,1720369391
523,keflavik,64.0049,-22.5624,11.95,82,40,9.26,IS,1720369392
524,matthew town,20.95,-73.6667,29.46,73,96,4.19,BS,1720369393
525,caconda,-13.7333,15.0667,24.33,11,37,2.0,AO,1720369394
526,phalia,32.4297,73.5775,34.61,48,0,0.85,PK,1720369395
527,tromso,69.6496,18.957,13.01,82,0,5.14,NO,1720369396
528,cheremukhovo,60.3484,59.9851,20.81,65,2,1.06,RU,1720369397
529,pasni,25.2631,63.471,29.08,86,64,4.59,PK,1720369398
530,fort st. john,56.2499,-120.8529,21.94,49,0,4.63,CA,1720369399
531,raton,36.9034,-104.4391,21.34,46,0,7.2,US,1720369401
532,upata,8.0086,-62.3989,29.0,78,61,2.3,VE,1720369402
533,tatahuicapan,18.2333,-94.75,29.35,68,40,1.54,MX,1720369403
534,aleksandrovskoye,44.7142,43.0008,32.68,24,100,3.44,RU,1720369404
535,igrim,63.1906,64.4162,21.73,56,8,2.31,RU,1720369405
536,al ghayzah,16.2079,52.176,27.59,82,82,6.64,YE,1720369406
537,duba,27.3513,35.6901,32.58,50,0,1.97,SA,1720369407
538,sao gabriel da cachoeira,-0.1303,-67.0892,29.89,70,40,1.03,BR,1720369408
539,rosetta,31.4044,30.4164,27.11,68,0,7.08,EG,1720369409
540,plavinas,56.6178,25.7255,17.56,92,99,2.66,LV,1720369410
541,santana,-0.0583,-51.1817,32.1,66,20,4.12,BR,1720369411
542,victoria,22.2855,114.1577,31.29,80,3,3.58,HK,1720369298
